,purpose,int.rate,installment,annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
32631,all_other,0.17,104.62,49735.2,7.79,665,4383,8223.0,57.0,1,0,0,0
32632,credit_card,0.1554,421.76,75353.44,17.71,685,7497,123257.0,75.0,3,0,0,0
32633,major_purchase,0.0974,71.28,60017.33,12.62,703,4360,3655.0,32.0,2,0,0,0
32634,small_business,0.1159,462.7,37741.16,16.28,717,5641,5896.0,48.8,1,0,0,0
32635,small_business,0.1519,642.33,74882.89,14.99,669,9144,51696.0,73.4,1,0,0,0
32636,educational,0.0755,150.5,37441.46,5.54,747,1562,1156.0,30.2,1,0,0,0
32637,major_purchase,0.1429,28.67,27120.92,19.1,670,4530,39815.0,62.9,1,0,0,0
32638,home_improvement,0.1751,558.98,52823.43,5.2,681,10036,1911.0,79.4,4,0,0,1
32639,credit_card,0.1392,89.81,31072.01,24.31,688,1600,35708.0,90.2,0,0,0,0
32640,small_business,0.1449,859.27,129593.05,4.46,734,10646,3428.0,21.6,2,0,0,1
32641,small_business,0.1697,528.32,82628.36,21.66,675,2510,24255.0,72.4,1,0,0,0
32642,all_other,0.084,230.16,178068.47,19.92,694,6398,1508.0,34.9,1,0,0,0
32643,all_other,0.0979,506.71,43830.19,2.21,765,4482,1734.0,4.1,0,0,0,0
32644,credit_card,0.1197,145.32,53511.68,17.36,694,5276,16744.0,67.6,0,0,0,0
32645,major_purchase,0.1123,565.27,92625.14,2.49,795,3432,4173.0,7.2,0,0,0,0
32646,credit_card,0.095,689.26,68731.32,1.19,708,8392,50316.0,47.5,1,0,0,0
32647,all_other,0.1504,908.6,363551.42,17.0,700,5651,99039.0,33.1,0,2,0,1
32648,all_other,0.1605,655.75,80487.65,13.49,708,7544,534.0,36.4,0,0,0,1
32649,debt_consolidation,0.1389,465.57,73342.36,0.81,672,2885,4321.0,55.0,0,0,0,0
32650,credit_card,0.1215,658.65,78041.83,19.42,707,3698,75117.0,49.4,0,0,0,0
32651,debt_consolidation,0.1533,88.81,39445.83,23.36,671,4122,15041.0,92.7,1,0,0,0
32652,small_business,0.0993,281.97,101326.64,2.14,782,2813,2148.0,13.0,2,0,0,1
32653,debt_consolidation,0.116,387.79,38139.78,18.77,724,3047,24751.0,46.3,1,0,0,0
32654,credit_card,0.1911,657.7,109628.5,17.92,689,1764,22103.0,79.2,0,0,0,0
32655,educational,0.116,45.12,48221.37,18.89,700,3616,9651.0,55.5,3,0,0,0
32656,credit_card,0.1382,89.94,78763.95,14.81,680,4058,17114.0,96.3,0,0,0,0
32657,credit_card,0.115,100.45,38462.82,6.91,664,5599,10884.0,91.7,0,0,0,0
32658,all_other,0.1418,737.32,491123.72,11.6,677,3493,2222.0,78.7,1,0,0,0
32659,home_improvement,0.1553,220.75,54525.47,14.7,647,2060,2037.0,91.0,1,1,0,1
32660,small_business,0.1169,179.64,46963.08,14.21,730,4462,4454.0,24.0,0,1,0,0
32661,debt_consolidation,0.1458,248.46,79258.11,18.62,678,4325,22202.0,78.8,3,0,0,1
32662,educational,0.0737,174.67,55415.2,4.79,760,7677,2554.0,11.2,1,0,0,0
32663,home_improvement,0.1384,181.22,55371.75,17.5,725,5844,2949.0,17.9,0,0,0,0
32664,all_other,0.123,517.03,95347.1,13.03,752,12049,72195.0,7.8,1,0,0,0
32665,major_purchase,0.1393,189.02,67433.07,14.77,730,2132,2697.0,55.9,1,0,0,0
32666,debt_consolidation,0.0916,359.79,36568.21,8.6,761,5413,17673.0,22.3,0,0,0,0
32667,credit_card,0.1242,168.77,78911.09,8.54,704,4094,15621.0,67.0,3,0,0,0
32668,debt_consolidation,0.1263,114.05,18706.71,18.71,709,6991,12282.0,77.3,0,0,0,0
32669,debt_consolidation,0.1437,216.41,63331.46,22.25,647,2911,8181.0,72.0,3,0,0,0
32670,credit_card,0.1477,315.73,52051.59,21.99,683,6307,25685.0,52.7,1,0,0,0
32671,credit_card,0.076,163.35,46178.94,16.78,735,4022,9515.0,37.7,1,0,0,0
32672,debt_consolidation,0.1202,201.94,42370.54,21.02,695,5898,4769.0,24.7,3,0,0,0
32673,home_improvement,0.1179,319.42,155228.53,3.94,728,3594,5840.0,4.7,5,0,0,0
32674,debt_consolidation,0.1545,405.04,68421.2,15.59,681,5547,39926.0,91.8,0,2,0,0
32675,home_improvement,0.1369,572.65,1867410.55,2.49,733,12867,5501.0,19.5,2,0,0,0
32676,all_other,0.1441,175.24,28080.7,12.23,669,2636,17120.0,84.9,0,0,0,0
32677,home_improvement,0.1228,408.21,70284.28,2.27,735,4835,76138.0,22.0,0,0,0,0
32678,credit_card,0.0941,401.08,99906.71,17.63,745,5678,38629.0,23.7,0,0,0,0
32679,all_other,0.1086,437.26,61718.2,17.76,746,6875,2778.0,6.6,1,0,0,0
32680,credit_card,0.1162,26.13,82765.68,24.12,685,5230,15402.0,51.6,0,1,0,0
32681,home_improvement,0.0883,302.49,70947.67,11.0,762,6119,32292.0,13.7,0,0,0,0
32682,credit_card,0.1734,318.77,50096.64,18.38,680,888,8685.0,60.7,0,0,0,0
32683,credit_card,0.1078,399.09,73434.74,6.22,784,11307,15113.0,22.4,0,0,0,0
32684,all_other,0.1668,253.29,13469.78,11.42,677,3002,5029.0,61.0,0,1,0,0
32685,home_improvement,0.0736,329.17,73757.07,7.14,757,3034,1781.0,6.0,1,0,0,0
32686,all_other,0.1949,182.92,262521.87,11.12,652,5769,3383.0,70.2,8,0,1,0
32687,debt_consolidation,0.0863,518.67,96735.57,17.98,696,4258,17898.0,21.5,1,0,0,0
32688,all_other,0.1292,65.44,53114.73,10.32,646,2346,1778.0,91.5,1,0,0,0
32689,home_improvement,0.1016,197.68,13686.61,7.84,741,10809,4656.0,38.7,1,0,0,0
32690,all_other,0.1606,202.41,44901.72,1.89,664,3336,11959.0,68.4,5,1,0,1
32691,,0.1374,672.36,241235.65,23.84,764,6193,142299.0,53.1,0,0,0,0
32692,all_other,0.1262,137.41,106662.25,16.52,684,6182,7032.0,47.4,1,0,0,0
32693,all_other,0.1325,251.63,54140.97,17.23,676,6913,3116.0,55.5,6,0,0,0
32694,educational,0.128,236.69,32685.95,23.03,670,4286,8477.0,89.4,3,3,0,1
32695,all_other,0.1238,143.3,40887.47,8.87,743,5321,15367.0,54.5,1,0,0,0
32696,debt_consolidation,0.1356,932.83,56830.9,17.39,712,5314,8773.0,21.5,3,1,0,1
32697,home_improvement,0.1237,189.99,66559.76,5.79,709,1053,1717.0,10.7,3,0,0,0
32698,home_improvement,0.0767,315.74,60199.21,8.37,760,4474,15802.0,54.9,0,0,0,0
32699,all_other,0.0744,229.95,46753.89,17.66,738,4089,20148.0,40.7,3,0,0,0
32700,educational,0.1171,241.22,41863.12,14.52,699,5147,5085.0,48.6,0,1,0,0
32701,educational,0.0771,202.99,35662.53,12.72,763,8702,2939.0,31.4,1,0,0,0
32702,home_improvement,0.0843,160.24,45971.68,8.44,717,3501,15920.0,19.5,1,0,0,0
32703,debt_consolidation,0.1241,352.03,86242.14,17.85,716,3701,22715.0,52.0,0,0,0,0
32704,educational,0.1612,104.33,27790.81,24.39,644,1665,19929.0,74.2,4,0,0,0
32705,major_purchase,0.1165,240.29,21431.82,6.22,776,3434,3354.0,8.6,3,0,0,0
32706,educational,0.0893,307.94,42471.88,6.75,744,2964,1112.0,21.3,0,0,0,0
32707,credit_card,0.0769,279.69,29546.76,1.54,779,4383,3536.0,3.0,1,0,0,0
32708,small_business,0.1202,194.03,18288.86,20.57,729,4352,3331.0,9.4,0,0,0,0
32709,educational,0.1028,188.18,52080.88,6.53,706,2816,12813.0,52.5,0,0,0,0
32710,debt_consolidation,0.1597,564.32,47735.98,16.38,655,2686,17126.0,42.0,4,0,0,1
32711,debt_consolidation,0.0987,282.3,54058.78,15.88,763,1581,2340.0,5.9,3,0,0,1
32712,all_other,0.1379,214.76,91855.82,19.63,679,4468,38356.0,55.3,12,0,0,1
32713,educational,0.1281,15.7,45395.02,4.89,661,1243,3153.0,72.8,3,0,0,0
32714,educational,0.1298,218.05,65322.17,15.67,688,8906,36175.0,14.9,2,0,0,0
32715,debt_consolidation,0.119,896.84,90060.64,17.62,708,4879,33370.0,41.5,0,0,0,0
32716,major_purchase,0.1231,263.98,117966.08,7.42,676,2044,6775.0,43.4,1,0,0,0
32717,small_business,0.1112,184.33,81717.95,9.68,719,5650,1583.0,21.1,0,1,0,0
32718,home_improvement,0.1016,163.03,70699.89,4.66,712,3818,2403.0,43.9,1,0,0,0
32719,home_improvement,0.1255,444.49,21302.43,21.42,747,2256,2889.0,17.1,1,0,0,0
32720,home_improvement,0.1179,231.12,90438.08,8.04,736,2939,11380.0,69.1,0,0,0,0
32721,home_improvement,0.0962,226.2,45358.17,18.68,727,5762,2675.0,44.7,0,0,0,0
32722,small_business,0.1706,891.81,157226.8,1.61,669,3137,8607.0,72.8,8,0,0,1
32723,,0.171,115.26,49852.26,20.86,671,5222,20265.0,79.4,1,0,0,0
32724,home_improvement,0.1103,654.88,418446.42,6.04,693,3736,7894.0,12.9,2,0,0,0
32725,small_business,0.1148,488.47,74608.8,2.07,722,4335,4556.0,11.6,0,0,0,0
32726,all_other,0.1303,53.42,17384.21,20.03,710,1402,22010.0,68.6,3,0,0,0
32727,educational,0.1452,305.53,27823.46,5.48,673,2544,2182.0,88.1,0,0,0,0
32728,debt_consolidation,0.1901,277.51,48882.67,19.51,686,5715,20194.0,86.1,3,0,0,1
32729,major_purchase,0.1348,255.8,24219.94,6.97,667,895,555.0,19.6,1,0,0,0
32730,all_other,0.1142,44.4,100123.78,1.37,714,5785,12217.0,33.1,1,0,0,0
32731,major_purchase,0.1374,24.94,48413.01,19.08,669,3497,11236.0,65.1,1,0,0,0
32732,debt_consolidation,0.1442,534.95,61842.8,24.65,674,1509,20568.0,63.8,0,0,0,1
32733,home_improvement,0.0797,349.67,77850.9,6.65,778,9733,10689.0,44.6,2,0,0,0
32734,credit_card,0.0952,163.84,40196.96,14.15,749,6144,14016.0,48.8,1,0,0,0
32735,all_other,0.117,157.46,65735.03,6.6,739,4223,7118.0,17.2,2,1,0,0
32736,educational,0.119,48.41,37324.76,11.96,691,3986,2196.0,32.8,1,0,0,0
32737,credit_card,0.1618,387.45,45753.98,14.34,674,2720,17060.0,61.1,3,0,0,0
32738,credit_card,0.0988,201.4,66533.42,11.15,751,11923,42287.0,39.0,0,0,0,0
32739,all_other,0.1508,220.45,85571.37,16.28,727,4089,40476.0,90.2,0,0,0,0
32740,home_improvement,0.0782,60.51,86294.39,5.08,770,5596,30218.0,53.5,0,0,0,0
32741,all_other,0.1243,196.5,83762.08,21.07,683,2963,8196.0,69.9,1,0,0,0
32742,home_improvement,0.14,274.65,55184.51,20.71,729,7083,50651.0,76.3,5,0,0,0
32743,credit_card,0.1083,37.47,79702.67,4.73,662,1927,8238.0,16.4,0,3,0,0
32744,small_business,0.1859,727.42,92340.2,2.54,697,6752,9598.0,92.5,1,0,0,0
32745,debt_consolidation,0.1256,678.06,84056.06,10.88,685,5468,33493.0,63.3,2,0,0,0
32746,all_other,0.1043,99.03,39360.86,7.4,688,6595,3250.0,24.0,2,0,0,0
32747,debt_consolidation,0.136,456.46,84839.3,25.9,769,7643,54068.0,18.7,0,0,0,0
32748,educational,0.1121,35.41,18064.37,17.47,719,10093,33710.0,46.6,0,0,0,0
32749,all_other,0.0966,75.24,32498.86,12.81,730,2613,1103.0,1.4,0,1,0,0
32750,debt_consolidation,0.1478,870.84,30390.78,20.82,737,3666,2642.0,38.3,2,0,0,0
32751,debt_consolidation,0.1541,527.57,62614.05,13.37,680,3679,8263.0,55.8,0,0,0,0
32752,debt_consolidation,0.1392,244.08,88961.63,6.1,657,3518,9782.0,93.8,6,0,1,0
32753,small_business,0.1251,340.3,67113.73,11.19,749,5910,2291.0,18.5,0,0,0,0
32754,small_business,0.1543,522.3,54780.97,2.41,719,3465,160.0,34.6,2,0,0,0
32755,,0.1328,222.54,55899.95,22.8,711,1846,22030.0,86.0,0,0,0,0
32756,home_improvement,0.2112,799.62,218889.31,5.94,670,6111,36262.0,15.5,8,0,0,1
32757,small_business,0.1301,372.47,59719.0,11.39,667,11803,6714.0,52.5,1,0,0,0
32758,small_business,0.1354,389.69,114026.48,20.13,698,7076,52790.0,21.5,3,3,0,0
32759,small_business,0.1593,830.62,321031.77,5.36,759,11443,23265.0,5.0,2,0,0,0
32760,debt_consolidation,0.1195,321.99,11749.82,14.52,715,1769,2525.0,51.3,0,0,0,0
32761,all_other,0.1221,208.77,89848.21,11.54,705,6151,3855.0,90.2,1,1,0,0
32762,credit_card,0.1016,566.84,85209.82,13.28,772,2938,6393.0,1.8,2,0,0,0
32763,major_purchase,0.1507,79.07,13765.6,14.55,705,3274,4571.0,10.4,1,0,0,1
32764,all_other,0.1844,309.64,36239.64,7.68,720,4871,51.0,14.1,4,0,0,1
32765,major_purchase,0.0839,174.48,45700.24,10.17,740,3661,4450.0,16.0,2,0,0,0
32766,educational,0.1175,146.29,126328.56,3.66,677,4835,8450.0,7.5,5,1,0,1
32767,major_purchase,0.1324,51.03,37522.0,9.07,677,4595,4108.0,91.4,2,0,0,0
32768,home_improvement,0.1659,331.56,64495.43,14.95,644,3900,14048.0,84.1,8,0,0,0
32769,debt_consolidation,0.1935,226.97,68550.83,22.49,661,2620,30780.0,37.5,6,1,0,1
32770,home_improvement,0.0835,855.46,230917.31,6.37,790,7047,2447.0,1.6,2,0,0,0
32771,all_other,0.0762,197.2,74831.44,17.61,795,4866,1347.0,2.9,2,0,0,0
32772,major_purchase,0.0971,220.57,54281.67,14.9,722,5760,1622.0,46.6,1,0,0,0
32773,debt_consolidation,0.1051,79.19,57582.93,4.52,727,4455,9494.0,23.7,0,0,0,0
32774,debt_consolidation,0.1174,382.86,54117.37,19.15,706,4049,23589.0,49.9,0,0,0,0
32775,debt_consolidation,0.1216,58.58,45311.08,24.27,661,4303,12060.0,89.1,3,1,0,1
32776,major_purchase,0.1173,372.88,20462.78,12.84,794,2373,4716.0,6.0,0,0,0,0
32777,educational,0.1143,294.67,16165.24,15.99,696,6438,11545.0,58.6,2,0,0,0
32778,debt_consolidation,0.1309,408.43,111994.77,9.67,727,10736,3692.0,33.7,0,0,0,0
32779,small_business,0.128,547.62,113414.17,2.03,755,7667,36533.0,1.8,1,0,0,1
32780,small_business,0.1522,288.18,113112.47,12.8,648,4339,15013.0,75.5,1,0,0,0
32781,educational,0.1043,169.66,32605.25,14.99,712,3373,1326.0,11.9,1,0,0,1
32782,credit_card,0.1951,322.27,53718.5,9.86,671,4417,14458.0,101.2,3,0,0,0
32783,credit_card,0.0876,321.47,64626.42,11.71,763,7988,55409.0,42.2,0,0,0,0
32784,debt_consolidation,0.0684,277.69,53567.44,14.26,764,5557,11231.0,21.2,0,0,0,0
32785,small_business,0.0789,85.19,27536.63,13.82,807,4029,4922.0,2.2,0,0,0,0
32786,debt_consolidation,0.1595,695.89,144603.23,6.27,677,5615,22613.0,79.8,0,0,0,0
32787,major_purchase,0.0722,198.19,32670.16,2.15,765,5802,1859.0,28.0,0,0,0,0
32788,home_improvement,0.0706,263.45,52642.61,15.34,725,5990,4819.0,20.4,3,0,0,0
32789,educational,0.1482,38.52,22036.34,4.16,659,1163,1105.0,33.3,8,0,0,1
32790,home_improvement,0.1337,830.81,89488.01,4.63,767,4408,30452.0,7.3,0,0,0,0
32791,debt_consolidation,0.0915,134.97,88518.59,19.48,696,5391,5961.0,51.8,1,0,0,0
32792,debt_consolidation,0.0965,140.16,17362.73,11.71,747,7552,5058.0,26.8,0,0,0,0
32793,all_other,0.1287,389.55,26766.26,7.05,673,4156,6162.0,89.7,3,0,0,0
32794,home_improvement,0.1186,488.36,100494.39,11.05,724,3977,1544.0,1.1,1,0,0,1
32795,major_purchase,0.1094,123.17,36764.79,10.5,739,3202,2030.0,16.5,0,0,0,0
32796,all_other,0.1351,569.71,86918.51,7.05,684,5467,15192.0,89.6,0,0,0,0
32797,credit_card,0.1438,381.17,53560.38,8.57,689,832,312.0,11.2,6,0,0,0
32798,educational,0.1315,115.38,46967.21,4.09,659,5246,789.0,85.2,6,0,0,0
32799,debt_consolidation,0.124,234.71,67509.08,19.42,673,5004,29811.0,31.1,4,0,0,0
32800,home_improvement,0.0961,143.01,79976.25,18.02,764,4174,44718.0,28.7,0,0,0,0
32801,credit_card,0.0724,174.38,61309.81,11.67,753,6443,4317.0,25.3,0,0,0,0
32802,major_purchase,0.0818,57.5,57670.6,15.6,690,2341,26069.0,82.5,1,0,0,0
32803,educational,0.0843,77.72,58896.12,2.99,714,5229,4164.0,37.6,1,0,0,0
32804,small_business,0.1589,78.48,41353.77,15.68,680,2182,1967.0,11.6,2,0,0,0
32805,major_purchase,0.1182,204.02,83020.48,13.92,728,6439,28013.0,69.2,0,0,0,0
32806,all_other,0.1789,820.99,137001.66,6.52,723,5955,26132.0,10.3,0,0,0,0
32807,all_other,0.1402,688.12,154121.11,24.85,681,3632,149716.0,53.6,5,0,0,1
32808,credit_card,0.073,239.38,26497.67,0.97,808,3338,1587.0,21.1,1,0,0,0
32809,educational,0.1202,41.24,12419.81,16.39,708,464,1713.0,36.1,0,0,0,0
32810,major_purchase,0.1115,174.91,59248.9,6.13,731,4748,1530.0,29.2,1,1,0,0
32811,small_business,0.1327,550.25,112056.36,9.28,777,3938,2121.0,6.1,5,0,0,0
32812,small_business,0.103,410.53,22760.15,9.62,763,1886,1396.0,39.6,0,0,0,0
32813,credit_card,0.1286,263.54,46405.13,5.39,701,2125,14254.0,54.8,2,0,0,1
32814,all_other,0.0782,304.22,47015.56,8.63,819,5088,1297.0,10.3,2,0,0,0
32815,home_improvement,0.1207,612.68,36954.67,7.9,700,2827,8809.0,50.7,0,0,0,0
32816,major_purchase,0.1404,303.28,133408.71,13.49,721,2904,8453.0,32.0,1,0,0,0
32817,small_business,0.112,504.79,157893.2,2.08,783,4699,3129.0,2.4,0,0,0,0
32818,major_purchase,0.1206,103.21,20637.85,13.05,687,3343,3854.0,33.3,4,0,0,1
32819,debt_consolidation,0.1575,134.1,23797.45,2.16,655,1006,1911.0,95.4,4,1,0,0
32820,major_purchase,0.0909,121.67,33092.71,1.67,729,3626,1933.0,35.2,1,0,0,0
32821,home_improvement,0.0989,86.15,36053.91,20.06,703,6015,17438.0,59.4,0,0,0,0
32822,all_other,0.076,303.28,99827.62,6.87,770,2355,2779.0,1.3,2,0,0,0
32823,small_business,0.1831,463.57,98831.05,18.1,675,3810,25743.0,87.1,0,1,0,1
32824,educational,0.138,369.77,109795.43,16.9,692,3340,23093.0,28.1,3,0,0,0
32825,home_improvement,0.1506,683.91,115305.94,11.66,733,2564,3996.0,28.3,1,0,0,0
32826,major_purchase,0.118,106.77,32201.8,14.63,688,3828,7752.0,26.4,1,0,0,0
32827,credit_card,0.1223,377.14,42903.03,5.02,709,11118,9262.0,52.8,1,0,0,0
32828,major_purchase,0.0718,358.07,135538.99,5.86,805,6639,1195.0,9.7,0,0,0,0
32829,home_improvement,0.0777,250.7,100384.76,1.0,765,3897,5177.0,17.3,1,0,0,0
32830,educational,0.08,214.1,55502.17,11.83,771,15223,5048.0,23.4,1,0,0,0
32831,small_business,0.1249,453.57,107078.3,1.2,716,4480,4225.0,94.9,1,0,0,1
32832,debt_consolidation,0.1075,106.46,51692.29,15.57,722,4498,23538.0,90.5,0,0,0,0
32833,small_business,0.1314,630.16,87460.38,18.53,676,4094,45868.0,60.5,2,0,0,0
32834,credit_card,0.114,663.74,45557.62,14.68,676,7290,18811.0,84.0,0,0,0,0
32835,debt_consolidation,0.1171,393.75,54193.35,9.22,747,3792,1213.0,3.2,1,0,0,0
32836,home_improvement,0.0667,247.51,106863.22,16.17,745,13380,9588.0,49.2,2,0,0,0
32837,all_other,0.1378,161.19,73786.64,21.88,657,2956,8220.0,89.6,0,0,0,0
32838,small_business,0.1127,272.56,56443.63,3.62,721,7702,3015.0,26.4,2,0,0,0
32839,debt_consolidation,0.129,164.71,54629.73,21.77,682,4943,23077.0,89.8,1,0,0,0
32840,major_purchase,0.1194,240.83,19227.67,12.11,717,2199,3556.0,28.2,0,0,0,0
32841,home_improvement,0.1137,202.38,32491.1,11.48,709,5832,6913.0,34.9,0,0,0,0
32842,small_business,0.1865,880.18,92555.12,1.74,741,1696,6140.0,15.5,0,0,0,1
32843,debt_consolidation,0.1445,462.12,58839.66,20.28,667,3615,21337.0,87.8,1,0,0,0
32844,home_improvement,0.1232,536.79,93322.96,1.99,742,2652,1554.0,17.6,5,0,0,0
32845,debt_consolidation,0.157,787.57,74761.98,23.2,678,2638,4133.0,90.5,0,1,0,1
32846,debt_consolidation,0.1491,441.56,67245.96,24.26,684,3970,25058.0,90.5,1,0,0,0
32847,all_other,0.0812,335.55,24744.23,3.62,763,2871,1109.0,1.9,0,0,0,0
32848,debt_consolidation,0.1913,223.59,107925.71,23.74,668,3666,13234.0,78.1,3,0,0,0
32849,all_other,0.08,45.32,102626.36,3.04,690,5242,3989.0,21.8,2,1,0,0
32850,credit_card,0.0828,36.3,46188.97,15.46,737,5462,15019.0,52.8,1,0,0,0
32851,credit_card,0.1433,167.49,27477.21,21.58,684,4394,21552.0,74.7,2,0,0,0
32852,major_purchase,0.0862,70.71,15261.23,17.43,747,5075,53.0,6.1,1,0,0,0
32853,debt_consolidation,0.1362,51.07,31831.12,23.89,734,2261,2636.0,59.6,2,0,0,0
32854,credit_card,0.0751,155.61,38375.87,17.53,751,4705,11886.0,61.5,0,0,0,0
32855,home_improvement,0.0971,229.62,66798.15,4.22,742,3646,10138.0,42.2,0,0,0,0
32856,small_business,0.1614,766.94,200250.73,1.02,745,3213,1567.0,22.5,1,0,0,0
32857,home_improvement,0.0884,168.47,59330.82,5.62,750,5383,66051.0,42.8,2,0,0,0
32858,home_improvement,0.122,145.34,51408.51,20.07,660,3454,3987.0,36.0,3,2,0,0
32859,major_purchase,0.1292,608.24,79923.27,15.14,676,3542,20891.0,42.2,0,0,0,0
32860,home_improvement,0.1253,227.85,49481.89,18.62,664,6815,108480.0,63.9,3,1,0,1
32861,credit_card,0.1696,157.66,30988.92,19.84,647,3305,16217.0,69.7,0,2,0,0
32862,major_purchase,0.0703,138.09,57401.87,12.95,735,4791,3847.0,1.1,2,0,0,0
32863,educational,0.108,40.24,57487.44,6.19,725,2033,956.0,10.0,0,3,0,0
32864,educational,0.1545,156.93,38604.48,0.8,660,1263,20893.0,71.4,5,0,0,1
32865,debt_consolidation,0.1777,66.34,43655.13,10.39,697,4102,10764.0,94.2,0,0,0,0
32866,debt_consolidation,0.1509,380.48,59275.74,15.14,664,4100,3244.0,63.9,0,0,0,0
32867,educational,0.1147,116.67,33597.13,1.67,780,2739,2062.0,5.4,0,0,0,0
32868,credit_card,0.092,230.54,73934.19,0.75,751,6117,8875.0,50.6,1,0,0,0
32869,small_business,0.1332,503.12,106161.93,2.33,708,2238,3725.0,49.7,0,0,0,1
32870,credit_card,0.1488,196.18,56033.12,11.57,672,5836,33412.0,67.9,3,0,0,0
32871,all_other,0.122,161.93,73643.48,7.61,697,3317,2030.0,95.3,0,0,0,0
32872,small_business,0.1297,457.8,62473.89,15.5,787,4080,91.0,3.0,0,1,0,0
32873,debt_consolidation,0.1729,617.64,65141.27,8.3,674,3418,21919.0,68.5,0,1,0,0
32874,all_other,0.1148,252.8,50037.12,15.27,690,5946,1535.0,58.8,0,0,0,0
32875,major_purchase,0.1619,246.04,46388.31,17.59,701,1344,10154.0,50.4,2,0,0,0
32876,small_business,0.1502,121.58,57269.26,20.07,674,2782,38235.0,71.6,9,0,0,0
32877,home_improvement,0.1071,284.52,79241.42,5.87,669,3055,2610.0,29.8,0,0,0,0
32878,major_purchase,0.1406,550.92,75620.85,7.3,688,2734,208.0,14.1,2,0,0,0
32879,all_other,0.131,299.68,121603.87,8.9,690,5418,79041.0,54.0,1,0,0,0
32880,home_improvement,0.0927,161.98,53386.55,6.65,707,4614,4002.0,40.9,1,0,0,0
32881,credit_card,0.1102,725.41,172165.97,16.27,736,6188,7442.0,42.5,4,0,0,0
32882,major_purchase,0.1199,63.4,39348.89,21.57,677,3599,17988.0,82.9,0,0,0,0
32883,credit_card,0.1501,396.0,89455.53,13.05,745,4333,11456.0,35.7,0,0,0,0
32884,small_business,0.1698,516.79,65333.76,21.54,720,7467,203525.0,22.9,4,0,0,1
32885,debt_consolidation,0.1427,844.6,87281.22,2.66,681,6131,8039.0,26.2,1,3,1,0
32886,debt_consolidation,0.1204,266.79,54686.85,5.49,689,2686,4673.0,35.0,2,0,0,0
32887,debt_consolidation,0.1247,696.65,66792.83,13.76,699,3600,11028.0,87.9,0,0,0,0
32888,all_other,0.1701,146.79,64001.48,14.65,655,3872,3482.0,90.4,0,3,0,0
32889,major_purchase,0.1425,743.8,83450.47,19.34,701,12772,14603.0,4.3,1,0,0,0
32890,debt_consolidation,0.1658,528.19,104647.15,4.23,674,9441,20962.0,77.0,0,0,0,0
32891,educational,0.1534,71.14,54551.19,6.25,703,1405,1212.0,17.4,1,1,0,0
32892,educational,0.1231,367.66,31996.43,17.68,695,1922,19365.0,52.3,0,0,0,0
32893,small_business,0.1436,329.68,26060.5,9.26,685,1523,2891.0,86.9,0,0,0,1
32894,home_improvement,0.0905,291.88,66820.19,3.47,758,6984,2878.0,0.2,2,0,0,0
32895,small_business,0.1293,409.2,23997.19,22.88,748,4562,5191.0,1.1,0,0,0,0
32896,home_improvement,0.1327,143.86,67425.0,16.78,681,4483,23564.0,98.4,3,0,0,0
32897,all_other,0.1106,183.94,89987.71,18.78,689,5281,20031.0,76.0,2,0,0,0
32898,debt_consolidation,0.0826,273.55,62810.96,7.65,742,5767,2886.0,16.9,2,0,0,0
32899,all_other,0.1221,117.72,43603.33,13.74,705,4666,1588.0,17.0,0,0,0,0
32900,debt_consolidation,0.1467,319.02,320291.85,21.78,673,5471,76517.0,79.0,2,0,0,0
32901,all_other,0.1236,72.88,69696.63,16.59,669,4576,1342.0,17.0,1,1,0,0
32902,home_improvement,0.0822,187.63,61247.13,1.2,720,7154,842.0,55.6,2,0,0,0
32903,debt_consolidation,0.1289,381.96,46798.21,8.57,768,4613,3189.0,11.3,0,0,0,1
32904,all_other,0.1202,56.12,151079.23,17.53,756,7263,22143.0,57.0,1,0,0,0
32905,small_business,0.1305,217.0,106354.45,21.24,699,5830,43472.0,10.9,3,1,0,0
32906,major_purchase,0.1488,175.13,78840.9,7.35,672,3764,10322.0,51.6,4,0,0,0
32907,educational,0.0807,211.16,78263.58,3.96,762,4855,3781.0,16.0,0,0,0,0
32908,home_improvement,0.1326,869.46,176713.06,24.79,719,11704,16344.0,45.2,1,0,0,0
32909,educational,0.1217,160.09,77820.98,15.66,712,6421,19691.0,26.1,2,0,1,0
32910,home_improvement,0.1262,288.47,74589.5,13.11,669,3433,1226.0,12.2,8,1,0,0
32911,major_purchase,0.1407,228.63,158399.54,14.19,672,7325,22954.0,46.7,0,0,0,0
32912,all_other,0.1761,212.8,45603.09,5.38,642,4156,14361.0,86.8,1,0,1,0
32913,major_purchase,0.1447,283.96,72426.77,19.23,700,4416,24829.0,73.0,1,0,0,0
32914,educational,0.1505,16.73,34642.41,7.37,639,2308,3258.0,23.5,4,0,0,0
32915,credit_card,0.1086,296.55,36631.29,12.41,722,1829,9442.0,96.8,0,0,0,0
32916,debt_consolidation,0.1191,520.48,57932.76,2.85,702,4611,3061.0,8.8,0,0,0,0
32917,small_business,0.1556,532.7,82519.76,15.61,687,4519,36474.0,52.0,0,0,0,0
32918,home_improvement,0.1319,113.58,55154.83,4.33,677,8315,12189.0,72.9,1,0,0,0
32919,debt_consolidation,0.1179,329.52,89867.33,4.33,691,2974,1218.0,35.0,0,0,0,0
